מספר חשבון:,123456789,,,,
שם לקוח:,יוליה דניסוב,,,,
מספר מונה,מספר חשבון,תאריך,מועד תחילת הפעימה,"כמות (קוט""ש)",קריאת מונה
00012345,123456789,01/07/2025,00:00,0.119,
00012345,123456789,01/07/2025,00:15,0.118,
00012345,123456789,01/07/2025,00:30,0.121,
00012345,123456789,01/07/2025,00:45,0.153,
00012345,123456789,01/07/2025,01:00,0.12,
00012345,123456789,01/07/2025,01:15,0.065,
00012345,123456789,01/07/2025,01:30,0.138,
00012345,123456789,01/07/2025,01:45,0.114,
00012345,123456789,01/07/2025,02:00,0.116,
00012345,123456789,01/07/2025,02:15,0.13,
00012345,123456789,01/07/2025,02:30,0.134,
00012345,123456789,01/07/2025,02:45,0.172,
00012345,123456789,01/07/2025,03:00,0.151,
00012345,123456789,01/07/2025,03:15,0.129,
00012345,123456789,01/07/2025,03:30,0.095,
00012345,123456789,01/07/2025,03:45,0.084,
00012345,123456789,01/07/2025,04:00,0.135,
00012345,123456789,01/07/2025,04:15,0.177,
00012345,123456789,01/07/2025,04:30,0.127,
00012345,123456789,01/07/2025,04:45,0.121,
00012345,123456789,01/07/2025,05:00,0.146,
00012345,123456789,01/07/2025,05:15,0.067,
00012345,123456789,01/07/2025,05:30,0.113,
00012345,123456789,01/07/2025,05:45,0.145,
00012345,123456789,01/07/2025,06:00,0.722,
00012345,123456789,01/07/2025,06:15,0.678,
00012345,123456789,01/07/2025,06:30,0.703,
00012345,123456789,01/07/2025,06:45,0.697,
00012345,123456789,01/07/2025,07:00,0.719,
00012345,123456789,01/07/2025,07:15,0.643,
00012345,123456789,01/07/2025,07:30,0.71,
00012345,123456789,01/07/2025,07:45,0.627,
00012345,123456789,01/07/2025,08:00,0.583,
00012345,123456789,01/07/2025,08:15,0.663,
00012345,123456789,01/07/2025,08:30,0.651,
00012345,123456789,01/07/2025,08:45,0.723,
00012345,123456789,01/07/2025,09:00,0.464,
00012345,123456789,01/07/2025,09:15,0.389,
00012345,123456789,01/07/2025,09:30,0.471,
00012345,123456789,01/07/2025,09:45,0.397,
00012345,123456789,01/07/2025,10:00,0.434,
00012345,123456789,01/07/2025,10:15,0.426,
00012345,123456789,01/07/2025,10:30,0.442,
00012345,123456789,01/07/2025,10:45,0.47,
00012345,123456789,01/07/2025,11:00,0.463,
00012345,123456789,01/07/2025,11:15,0.451,
00012345,123456789,01/07/2025,11:30,0.463,
00012345,123456789,01/07/2025,11:45,0.457,
00012345,123456789,01/07/2025,12:00,0.35,
00012345,123456789,01/07/2025,12:15,0.346,
00012345,123456789,01/07/2025,12:30,0.356,
00012345,123456789,01/07/2025,12:45,0.395,
00012345,123456789,01/07/2025,13:00,0.365,
00012345,123456789,01/07/2025,13:15,0.468,
00012345,123456789,01/07/2025,13:30,0.342,
00012345,123456789,01/07/2025,13:45,0.331,
00012345,123456789,01/07/2025,14:00,0.406,
00012345,123456789,01/07/2025,14:15,0.432,
00012345,123456789,01/07/2025,14:30,0.395,
00012345,123456789,01/07/2025,14:45,0.408,
00012345,123456789,01/07/2025,15:00,0.495,
00012345,123456789,01/07/2025,15:15,0.434,
00012345,123456789,01/07/2025,15:30,0.381,
00012345,123456789,01/07/2025,15:45,0.416,
00012345,123456789,01/07/2025,16:00,0.476,
00012345,123456789,01/07/2025,16:15,0.38,
00012345,123456789,01/07/2025,16:30,0.439,
00012345,123456789,01/07/2025,16:45,0.448,
00012345,123456789,01/07/2025,17:00,0.425,
00012345,123456789,01/07/2025,17:15,0.466,
00012345,123456789,01/07/2025,17:30,0.461,
00012345,123456789,01/07/2025,17:45,0.53,
00012345,123456789,01/07/2025,18:00,0.9,
00012345,123456789,01/07/2025,18:15,0.851,
00012345,123456789,01/07/2025,18:30,0.853,
